cliente_id;data_disparo;dia_semana;canal;tipo_campanha;segmento_cliente;genero;faixa_etaria;opt_in_email;opt_in_sms;opt_in_push;opt_in_whatsapp;teve_desconto;pct_desconto;numero_disparos_30d;dias_desde_ultima_compra;frequencia_compras_historica;ticket_medio_historico_brl;abriu;clicou;converteu;valor_compra_brl;categoria_produto;dias_ate_recompra
CLI00996;2025-06-13;Sexta;E-mail;Reativação;Inativo;M;45-54;Sim;Sim;Sim;Não;Não;0;3;357;5;107.72;Sim;Não;Não;0.0;;
CLI00141;2025-04-26;Sábado;E-mail;Conteúdo/Educativo;Novo;F;35-44;Sim;Não;Sim;Não;Não;0;8;11;4;117.12;Não;Não;Não;0.0;;
CLI00804;2025-03-18;Terça;Push;Reativação;Inativo;F;18-24;Sim;Não;Sim;Sim;Sim;10;4;513;6;173.55;Não;Não;Não;0.0;;
CLI01721;2025-03-16;Domingo;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Não;Não;Sim;Não;0;8;100;1;193.38;Não;Não;Não;0.0;;
CLI01346;2025-01-08;Quarta;WhatsApp;Conteúdo/Educativo;Inativo;F;45-54;Não;Sim;Sim;Sim;Sim;20;3;248;2;92.62;Sim;Não;Não;0.0;;
CLI00641;2024-02-12;Segunda;E-mail;Reativação;Inativo;F;25-34;Sim;Sim;Não;Não;Não;0;5;518;1;120.18;Não;Não;Não;0.0;;
CLI00389;2024-08-08;Quinta;Push;Cross-sell;Ativo;F;35-44;Sim;Sim;Não;Sim;Sim;5;4;90;10;193.13;Não;Não;Não;0.0;;
CLI01568;2025-03-03;Segunda;Push;Pós-compra;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;6;34;8;226.82;Não;Não;Não;0.0;;
CLI00801;2024-04-27;Sábado;E-mail;Carrinho Abandonado;Em Risco;F;25-34;Sim;Não;Não;Não;Não;0;4;143;3;111.8;Não;Não;Não;0.0;;
CLI00862;2024-02-16;Sexta;WhatsApp;Promoção Flash;Ativo;F;55+;Sim;Sim;Não;Sim;Sim;15;6;63;5;179.15;Sim;Não;Não;0.0;;
CLI00779;2025-05-05;Segunda;E-mail;Reativação;Ativo;F;25-34;Sim;Sim;Não;Não;Não;0;4;34;18;158.64;Sim;Sim;Não;0.0;;
CLI01135;2024-04-24;Quarta;Push;Programa de Fidelidade;Ativo;F;45-54;Sim;Não;Sim;Sim;Não;0;3;34;4;214.63;Não;Não;Não;0.0;;
CLI00721;2025-03-06;Quinta;E-mail;Cross-sell;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;2;24;1;158.86;Sim;Não;Não;0.0;;
CLI01226;2025-01-15;Quarta;E-mail;Carrinho Abandonado;Ativo;F;18-24;Sim;Sim;Sim;Sim;Sim;15;12;85;4;135.86;Sim;Não;Não;0.0;;
CLI00540;2024-02-06;Terça;WhatsApp;Aniversário;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Não;0;4;144;3;186.27;Sim;Não;Não;0.0;;
CLI00883;2024-02-16;Sexta;E-mail;Promoção Flash;Novo;F;18-24;Sim;Não;Sim;Não;Sim;10;3;13;4;116.82;Não;Não;Não;0.0;;
CLI00184;2025-05-30;Sexta;E-mail;Promoção Flash;VIP;F;18-24;Sim;Não;Sim;Sim;Não;0;4;47;20;522.72;Sim;Sim;Sim;671.4;Maquiagem;99
CLI01554;2024-08-07;Quarta;E-mail;Cross-sell;Em Risco;F;18-24;Sim;Não;Não;Sim;Sim;10;4;121;6;216.25;Não;Não;Não;0.0;;
CLI01409;2025-05-07;Quarta;E-mail;Pós-compra;Ativo;F;55+;Sim;Sim;Não;Sim;Não;0;8;28;1;261.9;Não;Não;Não;0.0;;
CLI01379;2024-06-06;Quinta;E-mail;Reativação;Novo;Não informado;35-44;Sim;Sim;Não;Sim;Sim;15;3;2;6;157.06;Não;Não;Não;0.0;;
CLI00691;2024-11-24;Domingo;E-mail;Reativação;Ativo;F;18-24;Sim;Não;Sim;Sim;Não;0;3;90;12;192.93;Não;Não;Não;0.0;;
CLI01525;2024-02-07;Quarta;Push;Promoção Flash;VIP;F;45-54;Sim;Sim;Sim;Sim;Sim;15;5;23;22;347.11;Não;Não;Não;0.0;;
CLI00486;2025-06-16;Segunda;SMS;Reativação;Ativo;F;25-34;Não;Sim;Sim;Sim;Sim;10;3;65;14;235.11;Não;Não;Não;0.0;;
CLI00062;2024-03-22;Sexta;E-mail;Carrinho Abandonado;VIP;F;35-44;Sim;Sim;Não;Não;Não;0;5;49;4;615.56;Não;Não;Não;0.0;;
CLI01008;2024-10-11;Sexta;E-mail;Lançamento de Produto;Ativo;F;45-54;Sim;Sim;Não;Sim;Não;0;5;67;5;265.33;Sim;Não;Não;0.0;;
CLI00313;2025-06-08;Domingo;SMS;Conteúdo/Educativo;Ativo;F;55+;Não;Sim;Não;Não;Não;0;3;81;14;163.68;Sim;Sim;Não;0.0;;
CLI00210;2024-07-07;Domingo;E-mail;Promoção Flash;Em Risco;Não informado;18-24;Sim;Sim;Não;Não;Não;0;4;96;2;158.5;Sim;Não;Não;0.0;;
CLI01289;2024-06-18;Terça;Push;Cross-sell;Ativo;F;25-34;Sim;Sim;Não;Sim;Não;0;3;67;12;214.73;Sim;Não;Não;0.0;;
CLI00236;2024-07-03;Quarta;E-mail;Reativação;VIP;F;25-34;Sim;Não;Sim;Não;Não;0;4;28;7;676.12;Não;Não;Não;0.0;;
CLI01258;2024-02-04;Domingo;SMS;Aniversário;Novo;M;35-44;Não;Sim;Sim;Sim;Sim;15;2;3;6;152.24;Sim;Não;Não;0.0;;
CLI01637;2024-09-22;Domingo;Push;Reativação;Ativo;M;18-24;Sim;Não;Sim;Sim;Sim;5;5;65;13;279.89;Não;Não;Não;0.0;;
CLI00481;2025-04-18;Sexta;E-mail;Aniversário;Ativo;F;45-54;Sim;Sim;Não;Sim;Não;0;2;24;3;231.37;Não;Não;Não;0.0;;
CLI01092;2024-02-02;Sexta;Push;Aniversário;Ativo;F;55+;Sim;Não;Sim;Sim;Não;0;3;90;1;150.81;Não;Não;Não;0.0;;
CLI00014;2025-01-27;Segunda;E-mail;Carrinho Abandonado;Novo;F;45-54;Sim;Sim;Sim;Sim;Sim;15;9;26;5;153.48;Não;Não;Não;0.0;;
CLI00255;2024-04-14;Domingo;Push;Pós-compra;VIP;F;45-54;Sim;Sim;Sim;Sim;Não;0;5;56;13;590.44;Não;Não;Não;0.0;;
CLI01131;2024-08-04;Domingo;E-mail;Lançamento de Produto;Em Risco;F;18-24;Sim;Não;Sim;Sim;Não;0;2;101;1;166.32;Sim;Sim;Sim;226.31;Kits/Presentes;317
CLI00176;2024-08-25;Domingo;E-mail;Promoção Flash;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;4;90;9;235.61;Sim;Não;Não;0.0;;
CLI01029;2025-01-04;Sábado;E-mail;Promoção Flash;Novo;F;55+;Sim;Não;Sim;Sim;Não;0;3;2;1;102.94;Não;Não;Não;0.0;;
CLI00436;2024-03-11;Segunda;E-mail;Reativação;Em Risco;F;18-24;Sim;Não;Não;Não;Não;0;7;136;3;234.42;Não;Não;Não;0.0;;
CLI00645;2025-04-30;Quarta;E-mail;Conteúdo/Educativo;VIP;F;45-54;Sim;Sim;Sim;Não;Não;0;4;52;3;322.41;Não;Não;Não;0.0;;
CLI01757;2025-04-05;Sábado;E-mail;Promoção Flash;Novo;F;18-24;Sim;Sim;Não;Sim;Não;0;5;30;2;86.9;Não;Não;Não;0.0;;
CLI01238;2024-08-23;Sexta;E-mail;Reativação;Ativo;M;25-34;Sim;Não;Sim;Sim;Sim;25;2;51;21;255.04;Não;Não;Não;0.0;;
CLI01140;2024-02-16;Sexta;E-mail;Programa de Fidelidade;Em Risco;F;35-44;Sim;Não;Não;Sim;Não;0;4;102;5;186.45;Sim;Sim;Não;0.0;;
CLI00832;2024-12-06;Sexta;E-mail;Pós-compra;Inativo;F;18-24;Sim;Sim;Não;Sim;Não;0;2;296;4;153.87;Não;Não;Não;0.0;;
CLI00592;2024-01-22;Segunda;E-mail;Cross-sell;VIP;F;25-34;Não;Sim;Sim;Sim;Não;0;4;48;22;339.17;Não;Não;Não;0.0;;
CLI01587;2025-06-15;Domingo;SMS;Cross-sell;Inativo;F;35-44;Sim;Sim;Sim;Sim;Sim;20;4;420;1;119.32;Sim;Sim;Não;0.0;;
CLI01568;2024-08-15;Quinta;Push;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;9;40;8;226.82;Não;Não;Não;0.0;;
CLI00076;2025-03-30;Domingo;SMS;Reativação;Ativo;M;25-34;Sim;Não;Sim;Sim;Não;0;4;88;19;272.37;Sim;Sim;Sim;308.12;Skincare;38
CLI00549;2024-10-20;Domingo;E-mail;Programa de Fidelidade;Inativo;F;45-54;Sim;Não;Não;Não;Não;0;7;352;1;173.86;Não;Não;Não;0.0;;
CLI00573;2024-08-20;Terça;E-mail;Promoção Flash;VIP;F;55+;Sim;Sim;Sim;Não;Sim;15;4;52;11;460.06;Não;Não;Não;0.0;;
CLI00702;2025-01-18;Sábado;WhatsApp;Carrinho Abandonado;Inativo;M;35-44;Sim;Sim;Não;Não;Sim;10;4;529;5;93.87;Sim;Sim;Sim;120.27;Skincare;346
CLI01423;2024-07-03;Quarta;E-mail;Cross-sell;Ativo;F;25-34;Sim;Sim;Não;Sim;Não;0;3;64;19;226.06;Não;Não;Não;0.0;;
CLI01257;2025-05-04;Domingo;SMS;Cross-sell;Inativo;F;35-44;Sim;Sim;Sim;Sim;Sim;15;2;413;6;134.72;Sim;Sim;Não;0.0;;
CLI00560;2025-06-02;Segunda;SMS;Conteúdo/Educativo;Em Risco;M;25-34;Não;Sim;Sim;Sim;Não;0;9;116;6;210.17;Não;Não;Não;0.0;;
CLI01685;2024-12-23;Segunda;Push;Aniversário;Novo;F;55+;Sim;Sim;Sim;Sim;Sim;20;3;22;1;143.58;Não;Não;Não;0.0;;
CLI00161;2024-09-04;Quarta;E-mail;Carrinho Abandonado;Em Risco;Não informado;18-24;Sim;Sim;Não;Sim;Não;0;2;152;4;115.57;Não;Não;Não;0.0;;
CLI00069;2025-03-16;Domingo;E-mail;Aniversário;Em Risco;F;45-54;Sim;Sim;Sim;Não;Não;0;5;152;1;133.79;Não;Não;Não;0.0;;
CLI00948;2024-05-08;Quarta;E-mail;Conteúdo/Educativo;Ativo;F;25-34;Sim;Não;Sim;Não;Sim;20;4;58;19;145.29;Não;Não;Não;0.0;;
CLI01255;2024-07-11;Quinta;WhatsApp;Aniversário;VIP;F;35-44;Não;Sim;Não;Sim;Não;0;3;29;10;398.83;Não;Não;Não;0.0;;
CLI01096;2025-04-03;Quinta;E-mail;Programa de Fidelidade;Inativo;Não informado;25-34;Sim;Sim;Sim;Sim;Não;0;6;502;6;123.91;Não;Não;Não;0.0;;
CLI01531;2024-06-03;Segunda;E-mail;Reativação;Ativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;8;22;22;247.13;Não;Não;Não;0.0;;
CLI00356;2025-02-02;Domingo;WhatsApp;Reativação;VIP;F;35-44;Não;Sim;Não;Sim;Não;0;6;60;6;689.42;Não;Não;Não;0.0;;
CLI01580;2025-06-10;Terça;E-mail;Programa de Fidelidade;Ativo;F;35-44;Sim;Não;Sim;Sim;Sim;20;8;15;17;258.69;Não;Não;Não;0.0;;
CLI01342;2024-07-16;Terça;SMS;Carrinho Abandonado;Ativo;F;35-44;Sim;Sim;Não;Não;Não;0;12;88;19;268.8;Não;Não;Não;0.0;;
CLI01407;2025-02-18;Terça;SMS;Carrinho Abandonado;Inativo;M;25-34;Sim;Sim;Não;Sim;Sim;20;10;218;4;111.94;Não;Não;Não;0.0;;
CLI01012;2025-04-22;Terça;WhatsApp;Carrinho Abandonado;Novo;M;55+;Sim;Não;Sim;Não;Não;0;8;12;5;81.08;Não;Não;Não;0.0;;
CLI00144;2024-05-21;Terça;E-mail;Reativação;Novo;M;18-24;Não;Não;Não;Sim;Sim;15;5;29;4;126.43;Não;Não;Não;0.0;;
CLI01078;2025-02-11;Terça;Push;Reativação;Em Risco;Não informado;25-34;Sim;Sim;Sim;Sim;Não;0;3;172;3;116.07;Não;Não;Não;0.0;;
CLI00458;2024-01-30;Terça;E-mail;Cross-sell;Ativo;F;25-34;Sim;Sim;Não;Não;Não;0;7;70;20;228.95;Não;Não;Não;0.0;;
CLI01736;2025-04-18;Sexta;E-mail;Reativação;Em Risco;F;35-44;Sim;Sim;Sim;Não;Não;0;3;119;4;205.33;Não;Não;Não;0.0;;
CLI01461;2024-08-21;Quarta;Push;Lançamento de Produto;Ativo;Não informado;35-44;Sim;Sim;Sim;Não;Sim;25;2;83;22;142.72;Não;Não;Não;0.0;;
CLI01649;2025-04-10;Quinta;WhatsApp;Reativação;Ativo;F;18-24;Sim;Não;Sim;Sim;Não;0;9;45;5;236.66;Sim;Não;Não;0.0;;
CLI01163;2024-11-24;Domingo;Push;Reativação;Em Risco;F;25-34;Sim;Não;Sim;Não;Não;0;2;114;2;117.18;Não;Não;Não;0.0;;
CLI00527;2024-09-21;Sábado;E-mail;Promoção Flash;Ativo;F;25-34;Sim;Não;Sim;Sim;Não;0;7;46;11;212.51;Não;Não;Não;0.0;;
CLI00880;2025-03-21;Sexta;SMS;Pós-compra;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;9;24;13;153.56;Não;Não;Não;0.0;;
CLI00453;2024-02-17;Sábado;E-mail;Reativação;Ativo;M;25-34;Sim;Não;Sim;Sim;Não;0;6;18;6;164.5;Não;Não;Não;0.0;;
CLI00175;2024-12-07;Sábado;E-mail;Aniversário;Ativo;F;25-34;Sim;Sim;Sim;Sim;Não;0;6;22;11;227.43;Não;Não;Não;0.0;;
CLI01431;2024-06-19;Quarta;Push;Promoção Flash;VIP;F;25-34;Sim;Sim;Sim;Sim;Sim;15;9;13;23;626.44;Sim;Sim;Não;0.0;;
CLI00546;2025-02-03;Segunda;WhatsApp;Cross-sell;Em Risco;M;18-24;Não;Não;Sim;Sim;Não;0;2;113;6;113.94;Não;Não;Não;0.0;;
CLI00810;2024-01-24;Quarta;E-mail;Carrinho Abandonado;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;4;24;17;147.71;Sim;Não;Não;0.0;;
CLI00706;2025-05-16;Sexta;SMS;Carrinho Abandonado;Em Risco;F;25-34;Sim;Sim;Não;Sim;Sim;25;4;164;4;131.62;Não;Não;Não;0.0;;
CLI01747;2024-11-19;Terça;Push;Reativação;Ativo;F;25-34;Sim;Não;Sim;Sim;Não;0;10;33;18;216.02;Não;Não;Não;0.0;;
CLI00329;2024-07-29;Segunda;E-mail;Pós-compra;Inativo;F;35-44;Sim;Sim;Sim;Sim;Não;0;5;366;2;100.25;Sim;Não;Não;0.0;;
CLI01041;2024-05-29;Quarta;SMS;Reativação;Novo;F;35-44;Não;Sim;Não;Sim;Não;0;3;21;2;96.71;Sim;Sim;Não;0.0;;
CLI01771;2024-06-24;Segunda;Push;Reativação;Ativo;F;35-44;Sim;Sim;Sim;Não;Não;0;4;81;20;174.12;Sim;Não;Não;0.0;;
CLI01264;2025-04-04;Sexta;Push;Promoção Flash;Ativo;F;25-34;Sim;Sim;Sim;Não;Sim;20;2;75;14;143.53;Não;Não;Não;0.0;;
CLI01468;2024-06-13;Quinta;SMS;Conteúdo/Educativo;Ativo;M;35-44;Sim;Sim;Não;Sim;Não;0;7;41;11;243.44;Sim;Sim;Não;0.0;;
CLI00671;2024-12-27;Sexta;E-mail;Conteúdo/Educativo;Ativo;M;55+;Sim;Sim;Não;Sim;Não;0;1;61;7;139.44;Sim;Sim;Não;0.0;;
CLI01102;2024-09-19;Quinta;Push;Reativação;Ativo;M;25-34;Sim;Não;Sim;Sim;Não;0;8;41;18;142.61;Sim;Não;Não;0.0;;
CLI00926;2024-05-17;Sexta;E-mail;Aniversário;Inativo;F;25-34;Sim;Não;Sim;Sim;Não;0;2;515;3;179.94;Sim;Não;Não;0.0;;
CLI00405;2025-04-12;Sábado;E-mail;Carrinho Abandonado;Inativo;M;18-24;Sim;Sim;Sim;Não;Não;0;2;403;5;175.95;Sim;Não;Não;0.0;;
CLI00865;2025-03-12;Quarta;SMS;Pós-compra;Ativo;F;35-44;Sim;Sim;Sim;Sim;Sim;10;4;54;19;227.46;Sim;Sim;Não;0.0;;
CLI00132;2024-01-20;Sábado;E-mail;Cross-sell;Ativo;F;25-34;Sim;Não;Não;Sim;Sim;20;3;74;3;262.5;Sim;Não;Não;0.0;;
CLI00679;2024-01-29;Segunda;E-mail;Conteúdo/Educativo;Em Risco;M;55+;Sim;Sim;Sim;Sim;Não;0;1;143;6;177.13;Não;Não;Não;0.0;;
CLI00244;2025-01-02;Quinta;E-mail;Pós-compra;Ativo;F;18-24;Sim;Não;Não;Sim;Não;0;6;67;1;130.99;Não;Não;Não;0.0;;
CLI00852;2024-04-11;Quinta;Push;Conteúdo/Educativo;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Não;0;2;111;6;120.24;Não;Não;Não;0.0;;
CLI01132;2024-02-19;Segunda;E-mail;Pós-compra;Em Risco;F;18-24;Sim;Sim;Não;Não;Não;0;2;149;5;136.44;Não;Não;Não;0.0;;
CLI00482;2024-12-24;Terça;WhatsApp;Conteúdo/Educativo;Em Risco;F;45-54;Sim;Sim;Sim;Sim;Não;0;10;130;4;225.74;Não;Não;Não;0.0;;
CLI00697;2024-07-22;Segunda;SMS;Reativação;Ativo;F;45-54;Não;Sim;Não;Sim;Não;0;2;29;23;175.7;Sim;Não;Não;0.0;;
CLI00655;2025-06-02;Segunda;Push;Pós-compra;Em Risco;Não informado;25-34;Sim;Não;Sim;Sim;Não;0;4;160;4;164.2;Sim;Sim;Sim;166.1;Cabelo;39
CLI00488;2024-01-21;Domingo;E-mail;Lançamento de Produto;Em Risco;F;45-54;Sim;Não;Não;Sim;Não;0;7;159;1;124.73;Não;Não;Não;0.0;;
CLI01448;2025-04-27;Domingo;E-mail;Promoção Flash;Inativo;F;55+;Sim;Não;Não;Não;Não;0;1;339;1;144.38;Sim;Não;Não;0.0;;
CLI00605;2025-01-08;Quarta;SMS;Carrinho Abandonado;Inativo;F;18-24;Sim;Sim;Sim;Sim;Não;0;3;361;6;131.6;Sim;Sim;Não;0.0;;
CLI01747;2024-03-31;Domingo;E-mail;Carrinho Abandonado;Ativo;F;25-34;Sim;Não;Sim;Sim;Não;0;4;90;18;216.02;Sim;Não;Não;0.0;;
CLI01799;2024-12-22;Domingo;Push;Lançamento de Produto;Ativo;M;55+;Sim;Não;Sim;Não;Sim;20;2;41;22;241.29;Não;Não;Não;0.0;;
CLI00770;2024-03-03;Domingo;E-mail;Cross-sell;Ativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;3;70;11;275.99;Sim;Não;Não;0.0;;
CLI00505;2025-05-05;Segunda;SMS;Pós-compra;Em Risco;F;35-44;Sim;Sim;Não;Sim;Sim;25;5;150;3;115.45;Sim;Sim;Sim;124.29;Corpo;138
CLI01698;2024-05-29;Quarta;SMS;Conteúdo/Educativo;Ativo;M;45-54;Não;Sim;Sim;Sim;Não;0;10;86;22;185.36;Não;Não;Não;0.0;;
CLI01050;2024-04-17;Quarta;SMS;Conteúdo/Educativo;Ativo;M;25-34;Sim;Sim;Sim;Sim;Não;0;7;88;21;162.02;Não;Não;Não;0.0;;
CLI00873;2024-05-18;Sábado;E-mail;Conteúdo/Educativo;Ativo;M;25-34;Sim;Sim;Não;Sim;Não;0;3;44;15;181.1;Não;Não;Não;0.0;;
CLI00727;2024-04-21;Domingo;Push;Reativação;VIP;M;35-44;Sim;Sim;Sim;Sim;Não;0;7;26;24;676.48;Não;Não;Não;0.0;;
CLI01056;2024-08-02;Sexta;WhatsApp;Cross-sell;Ativo;Não informado;55+;Sim;Não;Sim;Sim;Não;0;10;87;15;270.07;Não;Não;Não;0.0;;
CLI01242;2025-03-15;Sábado;E-mail;Pós-compra;Inativo;F;18-24;Sim;Não;Não;Sim;Não;0;4;295;6;147.47;Não;Não;Não;0.0;;
CLI00854;2024-03-14;Quinta;E-mail;Promoção Flash;Ativo;F;35-44;Não;Sim;Sim;Sim;Não;0;2;54;11;222.42;Não;Não;Não;0.0;;
CLI01421;2024-08-03;Sábado;E-mail;Cross-sell;VIP;F;25-34;Sim;Sim;Não;Sim;Não;0;6;53;12;686.39;Não;Não;Não;0.0;;
CLI00795;2024-04-06;Sábado;WhatsApp;Conteúdo/Educativo;Em Risco;F;35-44;Sim;Sim;Não;Sim;Não;0;8;131;6;134.36;Não;Não;Não;0.0;;
CLI00305;2024-07-14;Domingo;E-mail;Conteúdo/Educativo;Novo;M;35-44;Sim;Sim;Sim;Não;Não;0;3;1;1;131.24;Sim;Não;Não;0.0;;
CLI01238;2024-12-14;Sábado;E-mail;Promoção Flash;Ativo;M;25-34;Sim;Não;Sim;Sim;Não;0;6;20;21;255.04;Sim;Não;Não;0.0;;
CLI00284;2025-02-06;Quinta;E-mail;Reativação;Em Risco;F;45-54;Sim;Sim;Não;Sim;Não;0;3;179;1;208.59;Sim;Sim;Não;0.0;;
CLI00320;2024-09-25;Quarta;SMS;Reativação;VIP;M;25-34;Não;Sim;Sim;Sim;Não;0;2;18;13;348.44;Sim;Sim;Sim;393.27;Corpo;164
CLI00498;2024-12-31;Terça;E-mail;Aniversário;Em Risco;M;25-34;Sim;Sim;Não;Sim;Não;0;4;96;2;104.0;Sim;Sim;Sim;91.11;Skincare;188
CLI00544;2025-01-04;Sábado;SMS;Pós-compra;Em Risco;F;35-44;Sim;Sim;Não;Sim;Não;0;7;105;2;108.42;Sim;Não;Não;0.0;;
CLI01548;2024-01-15;Segunda;Push;Aniversário;Novo;F;25-34;Sim;Não;Sim;Não;Sim;10;4;13;5;106.17;Não;Não;Não;0.0;;
CLI01109;2024-08-30;Sexta;Push;Promoção Flash;Novo;F;25-34;Sim;Sim;Sim;Sim;Sim;15;3;10;1;127.52;Não;Não;Não;0.0;;
CLI00682;2025-03-14;Sexta;E-mail;Cross-sell;Ativo;F;35-44;Sim;Não;Sim;Não;Não;0;7;54;14;185.44;Sim;Não;Não;0.0;;
CLI01000;2025-02-23;Domingo;WhatsApp;Carrinho Abandonado;Novo;Não informado;25-34;Sim;Sim;Sim;Sim;Não;0;6;2;1;93.24;Não;Não;Não;0.0;;
CLI00073;2024-01-30;Terça;SMS;Conteúdo/Educativo;Ativo;F;35-44;Não;Sim;Sim;Sim;Não;0;7;66;7;174.44;Não;Não;Não;0.0;;
CLI01679;2024-05-25;Sábado;WhatsApp;Cross-sell;Em Risco;F;35-44;Sim;Sim;Sim;Não;Sim;5;1;178;5;220.16;Sim;Não;Não;0.0;;
CLI01386;2024-01-24;Quarta;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Sim;Sim;Não;Não;0;5;146;3;214.57;Não;Não;Não;0.0;;
CLI00049;2024-03-09;Sábado;WhatsApp;Promoção Flash;Novo;F;35-44;Sim;Não;Sim;Sim;Sim;25;2;2;6;135.01;Sim;Não;Não;0.0;;
CLI00937;2025-03-22;Sábado;SMS;Programa de Fidelidade;Ativo;Não informado;35-44;Sim;Não;Não;Não;Não;0;3;24;14;251.27;Sim;Sim;Não;0.0;;
CLI00474;2024-03-15;Sexta;Push;Reativação;Novo;F;45-54;Não;Sim;Não;Sim;Sim;5;7;20;5;157.04;Não;Não;Não;0.0;;
CLI00051;2025-05-06;Terça;E-mail;Reativação;Ativo;M;25-34;Sim;Não;Não;Sim;Não;0;4;22;15;221.9;Sim;Sim;Sim;227.29;Perfumaria;61
CLI00930;2024-02-25;Domingo;E-mail;Promoção Flash;Em Risco;F;25-34;Sim;Não;Sim;Sim;Sim;15;3;160;5;167.84;Sim;Não;Não;0.0;;
CLI00749;2025-05-30;Sexta;SMS;Reativação;Em Risco;F;55+;Sim;Sim;Sim;Sim;Não;0;8;153;4;215.82;Não;Não;Não;0.0;;
CLI00854;2024-01-20;Sábado;SMS;Programa de Fidelidade;Ativo;F;35-44;Não;Sim;Sim;Sim;Sim;20;10;71;11;222.42;Não;Não;Não;0.0;;
CLI00702;2024-06-30;Domingo;E-mail;Carrinho Abandonado;Inativo;M;35-44;Sim;Sim;Não;Não;Não;0;5;536;5;93.87;Não;Não;Não;0.0;;
CLI01099;2024-09-24;Terça;E-mail;Reativação;Novo;F;35-44;Sim;Não;Não;Sim;Não;0;6;20;4;132.42;Não;Não;Não;0.0;;
CLI00292;2025-06-10;Terça;SMS;Cross-sell;Ativo;F;35-44;Sim;Não;Não;Não;Não;0;5;34;2;136.89;Sim;Não;Não;0.0;;
CLI01050;2024-05-30;Quinta;WhatsApp;Conteúdo/Educativo;Ativo;M;25-34;Sim;Sim;Sim;Sim;Não;0;1;63;21;162.02;Sim;Sim;Não;0.0;;
CLI01010;2024-03-17;Domingo;SMS;Programa de Fidelidade;Ativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;1;64;15;266.37;Sim;Sim;Não;0.0;;
CLI00153;2025-02-15;Sábado;E-mail;Lançamento de Produto;Novo;F;45-54;Sim;Sim;Sim;Não;Não;0;10;19;5;144.72;Não;Não;Não;0.0;;
CLI00765;2024-10-03;Quinta;E-mail;Aniversário;VIP;F;55+;Sim;Não;Sim;Não;Não;0;1;46;24;664.61;Não;Não;Não;0.0;;
CLI00081;2025-05-06;Terça;SMS;Reativação;Em Risco;F;18-24;Sim;Sim;Sim;Sim;Não;0;10;151;1;123.23;Sim;Sim;Não;0.0;;
CLI01123;2025-01-16;Quinta;Push;Promoção Flash;Em Risco;F;35-44;Sim;Sim;Sim;Sim;Não;0;4;110;3;142.7;Não;Não;Não;0.0;;
CLI00171;2024-02-24;Sábado;E-mail;Reativação;Novo;F;45-54;Sim;Sim;Sim;Sim;Não;0;1;27;3;115.67;Sim;Não;Não;0.0;;
CLI00362;2024-01-13;Sábado;E-mail;Reativação;Inativo;F;25-34;Sim;Não;Não;Sim;Não;0;6;470;3;104.2;Não;Não;Não;0.0;;
CLI01284;2024-08-23;Sexta;Push;Promoção Flash;Em Risco;F;45-54;Sim;Sim;Sim;Sim;Não;0;1;92;4;192.01;Sim;Não;Não;0.0;;
CLI00964;2025-01-08;Quarta;WhatsApp;Pós-compra;Ativo;M;25-34;Não;Sim;Sim;Sim;Não;0;4;73;22;212.26;Sim;Não;Não;0.0;;
CLI00684;2024-08-23;Sexta;WhatsApp;Cross-sell;Ativo;F;18-24;Sim;Não;Não;Sim;Não;0;5;72;19;219.69;Sim;Não;Não;0.0;;
CLI00710;2024-06-03;Segunda;E-mail;Promoção Flash;Em Risco;M;25-34;Sim;Sim;Sim;Não;Não;0;5;124;6;232.05;Sim;Sim;Não;0.0;;
CLI01625;2025-01-10;Sexta;E-mail;Programa de Fidelidade;Em Risco;Não informado;18-24;Sim;Não;Sim;Sim;Não;0;2;149;6;135.99;Não;Não;Não;0.0;;
CLI00810;2025-04-03;Quinta;E-mail;Reativação;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;6;63;17;147.71;Sim;Não;Não;0.0;;
CLI01227;2024-02-17;Sábado;Push;Promoção Flash;Ativo;F;45-54;Sim;Não;Sim;Sim;Sim;5;5;65;10;147.64;Não;Não;Não;0.0;;
CLI01254;2024-02-05;Segunda;SMS;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Não;Não;Não;0;7;58;2;272.45;Sim;Não;Não;0.0;;
CLI01381;2024-12-30;Segunda;E-mail;Carrinho Abandonado;Em Risco;F;25-34;Sim;Não;Sim;Sim;Não;0;1;170;2;182.75;Não;Não;Não;0.0;;
CLI00375;2024-09-21;Sábado;E-mail;Carrinho Abandonado;Em Risco;Não informado;25-34;Sim;Sim;Sim;Não;Não;0;2;147;5;214.24;Sim;Não;Não;0.0;;
